name,prefecture,city,lv01Nm,link,hyoka,comi,yado,onsen_num,dai,roten,sauna,kinen,kokyu,tanjun,enka,tansan,iou,housya,ryusan,sansei,gantetsu,nisan,youso
蟠渓温泉,北海道,壮瞥町,字蟠溪,なし,―,59,2,1,1,1,0,1,0,False,True,False,False,True,True,False,False,False,False
網張温泉,岩手県,不明,不明,http://www.shizukuishi-kanko.gr.jp/hotspring03.php,―,309,1,1,1,1,0,1,0,False,False,False,True,False,False,False,False,False,False
平泉温泉,岩手県,不明,不明,なし,―,210,1,1,1,0,0,1,0,False,True,False,False,False,False,False,False,False,False
小原温泉,宮城県,白石市,小原,http://www.shiroishi.ne.jp/stay/accommodations.html,―,23,2,1,1,1,0,1,0,True,True,False,False,False,True,False,False,False,False
横向温泉,福島県,猪苗代町,大字若宮,なし,―,107,3,1,1,1,0,1,0,True,False,False,False,False,False,False,False,False,False
宮下温泉,福島県,不明,不明,なし,―,―,1,1,0,0,0,0,0,False,True,True,False,False,True,False,False,False,False
玉梨温泉,福島県,不明,不明,なし,―,62,1,1,1,1,0,1,0,False,True,True,False,False,False,False,False,False,False
母畑温泉,福島県,石川町,大字母畑,なし,―,410,4,1,1,1,1,1,0,True,False,False,False,False,False,False,False,False,False
湯ノ花温泉,福島県,南会津町,湯ノ花,なし,―,9,3,1,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False
木賊温泉,福島県,南会津町,宮里,なし,―,―,2,1,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False
湯岐温泉,福島県,塙町,大字湯岐,なし,―,166,2,1,1,0,0,1,0,True,False,False,False,False,False,False,False,False,False
喜連川温泉,栃木県,不明,不明,なし,―,241,1,1,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False
飯山温泉,神奈川県,厚木市,飯山,なし,―,319,2,1,1,1,0,2,0,True,False,False,False,False,False,False,False,False,False
増富温泉,山梨県,北杜市,須玉町小尾,なし,―,15,5,1,0,0,0,1,0,False,True,True,True,True,False,False,False,True,False
寺泊海岸温泉,新潟県,長岡市,寺泊大町,なし,―,236,2,1,1,1,0,1,0,False,True,True,False,False,False,False,False,False,False
御神楽温泉,新潟県,不明,不明,なし,―,60,1,1,1,1,0,1,0,False,False,True,False,False,False,False,False,False,False
西谷温泉,新潟県,長岡市,西谷,なし,―,184,2,1,0,0,0,1,0,False,False,False,True,False,False,False,False,False,False
奥山田温泉,長野県,不明,不明,http://shinshu-takayama-onsenkyo.com/hot_spring_facility/#okuyamada,―,5,1,1,1,0,0,1,0,False,False,False,True,False,False,False,False,False,False
牛岳温泉,富山県,不明,不明,なし,―,―,1,1,1,0,0,1,0,False,True,False,False,False,False,False,False,False,False
コンヤ温泉,静岡県,静岡市葵区,梅ヶ島,なし,―,86,2,1,0,1,0,1,0,False,False,False,True,False,False,False,False,False,False
畑毛温泉,静岡県,不明,不明,なし,―,56,1,1,1,1,0,1,0,True,False,False,False,False,False,False,False,False,False
船原温泉,静岡県,不明,不明,なし,―,41,1,1,1,1,0,1,0,True,False,False,False,False,False,False,False,False,False
大川温泉,静岡県,不明,不明,なし,―,511,1,1,1,1,0,1,1,False,True,False,False,False,True,False,False,False,False
大沢温泉,静岡県,松崎町,大澤,なし,―,12,2,1,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
馬瀬川温泉,岐阜県,不明,不明,なし,―,113,1,1,1,1,1,1,0,True,False,False,False,False,False,False,False,False,False
武田尾温泉,兵庫県,宝塚市,玉瀬,なし,―,235,2,1,1,1,0,1,1,False,False,False,False,True,False,False,False,False,False
あわくら温泉,岡山県,不明,不明,なし,―,6,1,1,1,0,0,1,0,False,False,False,False,False,True,False,False,False,False
関金温泉,鳥取県,倉吉市,関金町関金宿,なし,―,176,3,1,1,0,0,1,0,False,False,False,False,True,True,False,False,False,False
湯の山温泉,広島県,不明,不明,なし,―,6,1,1,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False
湯ノ浦温泉,愛媛県,不明,不明,なし,―,1738,1,1,1,1,1,1,0,False,False,False,False,False,False,False,False,False,False
用井温泉,高知県,不明,不明,なし,―,309,1,1,1,0,1,1,0,True,False,False,False,False,False,False,False,False,False
博多温泉,福岡県,福岡市南区,三宅三丁目,なし,―,231,2,1,1,1,0,1,0,False,True,False,False,False,False,False,False,False,False
小地獄温泉,長崎県,雲仙市,小浜町雲仙,なし,―,343,3,1,1,1,0,1,0,False,False,False,True,False,False,False,False,False,False
龍門温泉,大分県,九重町,大字松木,なし,―,22,2,1,0,1,0,1,0,True,False,False,False,False,False,False,False,False,False
筌の口温泉,大分県,九重町,大字田野,http://www.kokonoe-k.com/spring06/,―,39,2,1,1,1,0,1,0,False,True,True,False,False,True,False,False,False,False
岳の湯温泉,熊本県,不明,不明,なし,―,16,1,1,1,1,0,1,0,True,False,False,False,False,False,False,False,False,False
満願寺温泉,熊本県,南小国町,大字満願寺,なし,―,―,3,1,0,1,0,1,0,True,False,False,False,False,False,False,False,False,False
白川温泉,熊本県,不明,不明,なし,―,249,1,1,1,1,0,1,0,False,False,False,True,True,False,False,False,False,False
菊鹿温泉,熊本県,山鹿市,菊鹿町池永,http://kikuka.jp,―,118,3,1,1,1,1,1,0,True,False,False,False,False,True,False,False,False,False
湯浦温泉,熊本県,不明,不明,なし,―,252,1,1,1,0,0,1,0,True,False,False,False,False,False,False,False,False,False
えびの高原温泉,宮崎県,不明,不明,なし,―,148,1,1,1,1,1,1,0,False,False,True,False,False,False,False,False,False,False
北郷温泉,宮崎県,不明,不明,なし,―,46,1,1,1,1,0,1,0,False,False,True,False,False,False,False,False,False,False
白根温泉,群馬県,不明,不明,なし,―,26,1,1,1,0,0,1,0,True,False,False,False,False,False,False,False,False,False
玉山温泉,福島県,不明,不明,なし,―,13,1,1,0,0,0,1,0,True,True,True,False,False,False,False,True,False,False
浜脇温泉,大分県,別府市,浜脇二丁目,なし,―,215,2,1,0,0,0,1,0,False,True,True,False,False,False,False,False,False,False
丸瀬布温泉,北海道,不明,不明,なし,―,228,1,1,1,1,0,1,1,True,False,False,False,False,False,False,False,False,False
形原温泉,愛知県,不明,不明,http://www.katahara-spa.jp/,―,58,1,1,1,1,0,1,0,True,False,False,False,False,False,False,False,False,False
強首温泉郷,秋田県,大仙市,強首,なし,―,81,3,1,2,1,0,2,0,False,True,False,False,False,False,False,False,False,False
大塩裏磐梯温泉,福島県,不明,不明,なし,―,205,1,1,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False
池ノ湯温泉,北海道,不明,不明,なし,―,―,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
和琴温泉,北海道,不明,不明,なし,―,―,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False
コタン温泉,北海道,不明,不明,なし,―,―,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
濁川温泉,北海道,森町,字濁川,なし,―,―,6,0,0,0,0,0,0,False,True,True,False,False,False,False,False,False,False
湯野川温泉,青森県,むつ市,川内町,なし,―,―,2,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False
湯段温泉,青森県,弘前市,大字常盤野,http://www.iwakisan.com/hot_spring/yudan.html,―,―,2,0,0,0,0,0,0,False,True,True,False,False,False,False,False,False,False
国見温泉,岩手県,雫石町,橋場,http://www.shizukuishi-kanko.gr.jp/hotspring02.php,―,―,2,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False
矢巾温泉,岩手県,矢巾町,大字煙山,なし,―,―,2,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False
泥湯温泉,秋田県,不明,不明,なし,―,―,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False
岩蔵温泉,東京都,青梅市,小曾木五丁目,http://iwakuraonsen.jp/index-p.html,―,―,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
鶴巻温泉,神奈川県,秦野市,鶴巻北二丁目,なし,―,―,2,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False
底倉温泉,神奈川県,不明,不明,なし,―,―,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False
二ノ平温泉,神奈川県,箱根町,小涌谷,なし,―,―,2,0,0,0,0,0,0,False,True,True,False,False,True,False,False,False,False
奈良田温泉,山梨県,不明,不明,なし,―,―,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
道志温泉,山梨県,不明,不明,なし,―,―,1,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
湯沢温泉,新潟県,関川村,大字湯沢,http://www.sekikawa-onsen.com/yusawa/,―,―,3,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False
浦佐温泉,新潟県,南魚沼市,浦佐,なし,―,―,2,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False
小谷温泉,長野県,小谷村,大字中土,http://www.vill.otari.nagano.jp/kanko/accommodations/otarionsen/,―,―,3,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False
接岨峡温泉,静岡県,不明,不明,http://www.okuooi.gr.jp/wordpress/onsen/o_sessokyo/,―,―,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
千頭温泉,静岡県,不明,不明,http://www.okuooi.gr.jp/wordpress/onsen/o_senzu/,―,―,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
笹戸温泉,愛知県,豊田市,平畑町,なし,―,―,2,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
出石温泉,兵庫県,不明,不明,なし,―,―,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
湯来温泉,広島県,広島市佐伯区,湯来町大字多田,なし,―,97,2,0,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False
大河内温泉,山口県,不明,不明,なし,―,―,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
三丘温泉,山口県,不明,不明,なし,―,―,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
星乃岡温泉,愛媛県,不明,不明,http://hoshinooka.net/,―,―,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False
薬王寺温泉,福岡県,不明,不明,なし,―,―,1,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
三加和温泉,熊本県,不明,不明,なし,―,―,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
阿久根温泉,鹿児島県,阿久根市,港町,http://akune-kankourenmi.jimdo.com/,―,―,2,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False
入来温泉,鹿児島県,不明,不明,なし,―,―,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
藺牟田温泉,鹿児島県,薩摩川内市,祁答院町藺牟田,なし,―,―,2,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False
海潟温泉,鹿児島県,不明,不明,なし,―,―,1,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False
七味温泉,長野県,高山村,大字奥山田,http://shinshu-takayama-onsenkyo.com/hot_spring_facility/#sichimi,―,―,3,0,0,0,0,0,0,False,True,False,True,False,True,False,False,False,False
柴石温泉,大分県,不明,不明,なし,―,―,1,0,0,0,0,0,0,True,True,False,False,False,True,False,False,False,False
川汲温泉,北海道,不明,不明,なし,―,―,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False
山の神温泉,岩手県,不明,不明,なし,―,―,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
沓掛温泉,長野県,不明,不明,なし,―,―,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
