name,prefecture,city,lv01Nm,link,hyoka,comi,yado,onsen_num,dai,roten,sauna,kinen,kokyu,tanjun,enka,tansan,iou,housya,ryusan,sansei,gantetsu,nisan,youso,latitude,longitude,都道府県名,所在地,東経(゜),東経(′),東経(″),北緯(゜),北緯(′),北緯(″),標高(ｍ),水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質(外観臭味),pH,RpH,Rn(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,EH,KMnO4消費,H+,Li+,Na+,K+,Rb+,Cs+,NH4+,Mg2+,Ca2+,Sr2+,Ba2+,Al3+,Mn2+,Fe2+,Fe3+,T-Fe,Cu2+,Zn2+,Pb2+,Si4+,F−,Cl−,Br−,I−,OH−,NO2−,NO3−,HS−,S2O32−,HSO4−,SO42−,SO32−,H2PO4−,HPO42−,PO43−,HCO3−,CO32−,HSiO3−,SiO32−,BO2−,H2SO4,H3PO4,HAsO2,AsO2-,SiO2,H2SiO3,HBO2,dis.O2,free H2S,free CO2,T-CO2,T-As,T-Hg,T-P,T-B,単位,調査日,文献名
十津川温泉,奈良県,十津川村,大字平谷,http://totsukawa.info/joho/totsukawa_onsen_gou/2totsukawa_onsen.html,4.25,999,8,7,4,6,1,6,1,False,True,True,True,False,False,False,False,False,False,33.940355,135.7688087,奈良県,３８℃泉,136.0,2.0,38.0,34.0,15.0,39.0,0,不明,温泉・鉱泉,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,692.7,0,0,0,0,0.0,0,0,0,0,0,0,0,652.5,1.6,0,0,0,0,0,0,0,0.0,0,0,0,0,1976.4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,123.2,0,0,0,0,0,0,0,"紀伊半島中南部地方の温泉群について,地調月報,1958"
七釜温泉,兵庫県,新温泉町,七釜,http://www.hamasaka.com/html/info_shitikama.html,―,212,8,7,2,1,0,6,1,False,False,False,False,False,True,False,False,False,False,35.6095328466797,134.475997924805,兵庫,0,134.0,37.0,42.0,35.0,36.0,25.0,0,不明,温泉・鉱泉,0,0,0,0,0,0,7.4,0,0,0,0,0,2860.0,0,0,0,0,0.24,346.0,8.0,0,0,0,1.0,197.0,0,0,0.04,0.07,0.05,0,0,0,0,0,0,4.11,612.0,1.98,0.05,0,0,0,0,0,0,343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,0,0,0.0,<0.5,0,10.8,0.08199999999999999,0,0,0.87,0,1995.11.17.,"兵庫県北西部浜坂周辺温泉の成因,温泉科学,1996"
赤穂温泉,兵庫県,赤穂市,さつき町,http://ako-kankou.jp,4.17,4668,7,7,7,7,3,7,1,True,True,False,False,True,False,False,False,False,False,34.73879,134.40287,兵庫,0,134.0,59.0,36.0,34.0,35.0,35.0,0,井戸,温泉・鉱泉,200.0,0,0,19.2,0,0,6.7,0,7.2,0,0,262.0,0,0,0,0,0,0.0,17.8,3.72,0,0,0,6.17,14.8,0.0,0,0,0,0.71,0,0,0,0,0,0,0.29,12.2,0,0,0,0,0,0,0,0,7.15,0,0,0,0,87.3,0,0,0,0,0,0,0,0,0,42.2,3.3,0.0,0,0,29.2,0,0,0,0,mg/kg,1992.2.21.,"花崗岩および和泉層群を湧出母岩とする淡路の温泉について,兵庫県立衛生研究所年報　第31号,1996"
川湯温泉,和歌山県,田辺市,本宮町川湯,http://www.hongu.jp/onsen/kawayu,4.23,2408,8,7,2,5,0,6,0,True,True,True,False,False,False,False,False,False,False,33.8130331,135.7730306,和歌山県,東牟婁郡本宮町,135.0,46.0,10.0,33.0,49.0,8.0,0,不明,温泉・鉱泉,0,0,0,72,576,0,7,0,0,0,0,1422,0,0,0,0,0,0,304,15,0,0,0,6.792,20.11,0,0,0,0,0,0,0,0,0,0,0,0,134.6,0,0,0,0,0,0,0,0,14.24,0,0,0,0,700.9,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1975,"湯の峰・渡瀬・川湯温泉の化学成分と地球化学温度計による地下温度の推定,温泉工学会誌,1981"
吉岡温泉,鳥取県,鳥取市,吉岡温泉町,http://yoshiokaonsen.com,―,271,10,7,0,0,0,5,0,True,False,False,False,False,False,False,False,False,False,35.483905,134.129388,鳥取県,0,134.0,22.0,0.0,35.0,33.0,0.0,0,不明,温泉・鉱泉,0,0,0,51.0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,275.0,11.1,0,0,0,5.9,242.0,0,0,0,0,0,0,0,0,0,0,0,0,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1963,"日本の熱水系の水素，酸素の同位元素比と主成分化学について,地球科学ジャーナル1973"
美又温泉,島根県,浜田市,金城町追原,,―,738,7,7,2,1,1,6,0,True,False,False,False,False,False,False,False,False,False,34.895142,132.2388773,島根,元湯,132.0,21.0,10.0,35.0,5.0,30.0,0,不明,温泉・鉱泉,0,0,0,51.0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,2.17,1990.0,70.0,0,0,0,104.0,452.0,0,0,0,0.44,0,0,3.5,0,0,0,0,0,2912.0,8.65,0.05,0,0,0,0,0,0,999.0,0,0,0,0,943.4,0,0,0,0,0,0,0,0,94.5,0,43,0.0,0.2,752,0,0,0,0,0,0,1966-07-13 00:00:00,"島根県温泉の化学,温泉科学,1977"
俵山温泉,山口県,長門市,俵山,http://tawarayamaonsen.com,4.49,538,8,7,1,2,0,8,0,True,False,False,True,False,False,False,False,False,False,34.2907248,131.1000932,山口,0,131.0,10.0,40.0,34.0,19.0,30.0,0,不明,温泉・鉱泉,0,0,0,41.0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,44.4,1.5,0,0,0,0.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1963,"日本の熱水系の水素，酸素の同位元素比と主成分化学について,地球科学ジャーナル1973"
奥久慈温泉郷,茨城県,大子町,大字袋田,,3.97,2577,10,7,6,3,0,7,0,True,True,False,False,True,True,False,False,False,False,36.7813211,140.3541558,茨城県,北茨城市,140.0,45.0,27.0,36.0,50.0,28.0,0,不明,温泉・鉱泉,0,0,0,19.0,3.0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,15.5,3.0,0,0,0,3.6,11.3,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,39.1,0,0,0,0,36.9,0,0,0,0,0,0,0,0,18.0,0,0,0.0,0,0,0,0,0,0,0,mg/kg,0,"新潟地熱資源図説明書,地質調査所,1993"
五頭温泉郷,新潟県,阿賀野市,村杉,http://gozu.jp,4.35,531,12,7,5,4,0,7,0,True,False,False,False,True,True,False,False,False,False,37.8182605,139.3009037,新潟県,北蒲原郡黒川村,139.0,29.0,19.0,38.0,1.0,35.0,0,不明,温泉・鉱泉,550,0,0,25.6,2.0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,505.3,20.6,0,0,0,1.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,249.1,0,0,0,0,0,0,0,0,13,0,0,0,0,846.1,0,0,0,0,0,0,0,0,22.0,0,0,0.0,0,0,0,0,0,0,0,mg/kg,0,"新潟地熱資源図説明書,地質調査所,1993"
観海寺温泉,大分県,別府市,観海寺,,4.64,11075,7,7,3,6,2,7,2,True,True,False,True,False,True,False,False,False,False,33.2865902,131.4792212,大分県,0,131.0,35.0,22.0,33.0,36.0,9.0,0,不明,温泉・鉱泉,0,0,0,33.8,0,0,7.41,0,0,0,0,0,0,0,0,0,0,0,460.0,1.4,0,0,0,5.2,313.0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,0,0,0,0,0,0,0,720.0,0,0,0,0,75.6,0,0,0,0,0,0,0,0,47.0,0,0,0.0,0,0,0,0,0,0,0,0,1977-11-27 00:00:00,"国東半島の温鉱泉の化学組成,大分県温泉調査研究会報告第33号,1982"
摩周温泉,北海道,弟子屈町,湯の島二丁目,,―,575,7,6,2,1,0,6,0,True,True,True,False,False,False,False,False,False,False,43.4863796,144.4641815,北海道,斜里町富士,144.0,47.0,46.0,43.0,49.0,56.0,0,井戸,温泉・鉱泉,ボーリング,0,0,51.8,89.2,0,7.5,7.9,0,0,0,7645.0,0,0,0,0,0,0,1954.0,30.0,0,0,0,54.4,494.8,0,0,0.2,0.59,6.05,0,6.05,0,0.01,0,0,1.93,1995.0,0,0,0,0,0,0,0,0,2621.0,0,0,0,0,237.9,0,0,0,0,0,0,0,0,28.5,0,15.7,0.0,0.01,26.4,0,0.03,0,0,0,0,1974-06-30 00:00:00,"北海道の地熱・温泉（D）北海道東部,北海道立地下資源調査所,1982"
ニセコ昆布温泉,北海道,ニセコ町,字ニセコ,,4.12,2061,6,6,6,6,2,6,2,False,True,True,False,True,False,False,False,False,False,42.8395282,140.622469,北海道,赤井川村中央,140.0,49.0,0.0,43.0,4.0,50.0,0,井戸,温泉・鉱泉,1352,0,0,43.2,f 77.5,0,8.1,8.2,0,0,0,921.0,0,0,0,0,0,0,278.0,7.6,0,0,0,1.2,16.5,0,0,0,tr,0.64,0.06,0.7,0,0.254,0,0,=,152.4,0,0,0,0,0,0,0,0,216.7,0,0,0,0,246.4,5.4,0,0,0,0,0,0,0,82.0,0,=,0.0,0.17,CO3 5.4,0,0.002,0,0,0,0,1978-11-30 00:00:00,"北海道の地熱・温泉,地下資源調査所調査研究報告第15号,1985"
支笏湖温泉,北海道,千歳市,支笏湖温泉,http://www.shikotsuko.com,4.39,2079,6,6,3,5,3,6,3,False,True,True,False,True,False,False,False,False,False,42.7734853,141.4022271,北海道,馬追地区,141.0,46.0,30.0,42.0,54.0,20.0,0,井戸,温泉・鉱泉,9.1,0,26.0,9.5,0,無色,0,7.8,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,2.28,54.0,158.0,0,0,0,0,0,0,1.92,0,0,0,0,0,7820.0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,32.6,245.0,0,0,0.94,0,0,1953.5.,"胆振国苫小牧地区天然ガス調査,地下資源調査所報告,1960"
長万部温泉,北海道,長万部町,字長万部,http://www.osyamanbe-kankou.jp/onsenkumiai/,3.72,622,7,6,1,1,0,6,0,False,True,False,False,False,False,False,False,False,False,42.5162281,140.3759278,北海道,蘭越町湯の里,140.0,38.0,30.0,42.0,52.0,25.0,0,湧泉,温泉・鉱泉,0,0,0,75.4,434,0,2.92,2.92,0,0,0,5269.0,0,0,0,0,0,0,565.0,142.3,0,0,0,372.7,204.1,0,0,2.88,9.78,0.26,0,0.26,0.001,0.018,0,0,3.94,903.0,0,0,0,0,0,0,0,0,2269.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,165.1,0,72.9,0.0,9.57,189.2,0,0.088,0,0,0,0,1972-05-31 00:00:00,北海道の地熱・温泉（B）西南北海道北部、北海道立地下資源調査所、1977
下風呂温泉,青森県,風間浦村,大字下風呂,http://www.shimohuro.com,―,145,10,6,1,1,1,3,0,False,True,False,True,True,False,False,False,False,False,41.466135,141.092764,青森県,下北郡風間村下風呂,141.0,5.0,30.0,41.0,27.0,40.0,0,井戸,温泉・鉱泉,20,0,0,>100,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,2560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1963-07-21 00:00:00,東北日本の温泉のフッ素含有量，電気通信大学学報（理工学編），1980
中山平温泉,宮城県,大崎市,鳴子温泉,http://www.nakayamadaira.com,4.02,571,9,6,5,5,0,6,0,True,True,True,True,True,False,False,False,False,False,38.724225,140.676103,宮城県,栗原郡栗駒町沼倉耕栄東,140.0,50.0,4.0,38.0,56.0,7.0,0,井戸,温泉・鉱泉,1300.0,0,0,74.2,126.9,0,8.2,0,0,0,0,0,0,0,0,0,0,0,329.6,5.1,0,0,0,0.5,31.8,0,0,0,0,0,0,0,0,0,0,0,0,167.4,0,0,0,0,0,0,0,0,467.9,0,0,0,0,115.7,0,0,0,0,0,0,0,0,70.1,0,0,0.0,0,0,0,0,0,0,0,mg/kg,0,秋田地熱資源図説明書，地質調査所，1996
青根温泉,宮城県,川崎町,青根温泉,"http://www.town.kawasaki.miyagi.jp/18,615,66,178.html",4.32,873,7,6,3,3,0,6,1,True,False,False,False,False,False,False,False,False,False,38.145659,140.53433,宮城県,仙台市太白区山田,140.0,51.0,3.0,38.0,12.0,33.0,0,井戸,温泉・鉱泉,0,0,0,18.5,20,0,7.1,0,0,0,0,0,0,0,0,0,0,0,2940.0,21.2,0,0,0,131.9,309.4,0,0,0,0,0,0,0,0,0,0,0,0,5128.0,0,0,0,0,0,0,0,0,484.1,0,0,0,0,28.9,0,0,0,0,0,0,0,0,27.4,0,0,0.0,0,0,0,0,0,0,0,0,0,秋田地熱資源図説明書，地質調査所，1996
大湯温泉,秋田県,鹿角市,十和田大湯,http://www.ink.or.jp/~o-yu/,4.22,1716,7,6,6,3,1,6,0,True,True,False,False,False,False,False,False,False,False,40.2954565,140.8305019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
男鹿温泉,秋田県,男鹿市,北浦湯本,http://www.e-ogaonsen.com,4.12,2160,6,6,5,4,1,6,0,False,True,False,False,False,False,False,False,False,False,39.973363,139.741562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あつみ温泉,山形県,鶴岡市,湯温海,http://www.atsumi-spa.or.jp,4.26,3181,8,6,4,2,1,6,0,False,True,False,False,True,False,False,False,False,False,38.6142525,139.6034408,山形県,飽海郡八幡町麓字緑沢,139.0,56.0,42.0,38.0,57.0,44.0,0,井戸,温泉・鉱泉,800.0,0,0,23.2,100.0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,704.7,61.1,0,0,0,15.4,19.7,0,0,0,0,0,0,0,0,0,0,0,0,985.1,0,0,0,0,0,0,0,0,5.3,0,0,0,0,438.56,0,0,0,0,0,0,0,0,61.8,0,0,0.0,0,0,0,0,0,0,0,mg/kg,0,秋田地熱資源図説明書，地質調査所，1996
川治温泉,栃木県,日光市,川治温泉川治,,4.08,3750,7,6,5,4,2,6,0,True,False,False,False,False,False,False,False,False,False,36.8931835,139.7071144,栃木県,那須郡那須町,139.0,57.0,10.0,37.0,3.0,51.0,0,不明,温泉・鉱泉,600.0,0,0,30.1,222.0,0,8,0,0,0,0,0,0,0,0,0,0,0,83.6,7.9,0,0,0,7.3,10.6,0,0,0,0,0,0,0,0,0,0,0,0,24.2,0,0,0,0,0,0,0,0,65.0,0,0,0,0,120.0,0,0,0,0,0,0,0,0,88.0,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
平潟港温泉,茨城県,北茨城市,平潟町,,3.74,664,13,6,4,1,0,6,0,False,True,False,True,False,False,False,False,False,False,36.849536,140.794036,茨城県,北茨城市,140.0,47.0,47.0,36.0,51.0,11.0,0,不明,温泉・鉱泉,810.0,0,0,51.3,57.0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,2270.0,49.0,0,0,0,9.7,941.1,0,0,0,0,0,0,0,0,0,0,0,0,5200.0,0,0,0,0,0,0,0,0,33,0,0,0,0,35.4,0,0,0,0,0,0,0,0,22.8,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
鹿沢温泉,群馬県,嬬恋村,大字田代,http://www.kazawaonsen.com,3.88,282,7,6,4,3,0,6,0,True,False,True,False,False,False,False,False,False,False,36.470359,138.432509,群馬県,日向見,138.0,46.0,30.0,36.0,41.0,40.0,0,湧泉,温泉・鉱泉,0,0,0,55.0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,393.4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"本邦温泉の地域性について（その２）,地学雑誌,1960"
七沢温泉,神奈川県,厚木市,七沢,,4.32,1145,9,6,6,6,0,8,0,True,False,False,False,False,False,False,False,False,False,35.45609,139.28967,神奈川県,御屋敷,139.0,14.0,50.0,35.0,32.0,20.0,0,不明,温泉・鉱泉,0,0,0,7.6,0,0,8.82,0,0,0,0,272.9,0,0,0,0,0,0,93.5,0.5,0,0,0,2.4,14.1,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0.107,0,0,0,0,0,60,0,0,0,0,217.0,7.98,0,0,0,0,0,0,0,0,0,2.916,0.0,0,0,0,0,0,0,0,0,1964-02-24 00:00:00,"丹沢山地の温泉鉱泉.神奈川県温研報告,1964"
湯村温泉,山梨県,甲府市,湯村三丁目,http://www.yumura.com,4.22,4346,7,6,6,4,1,6,1,True,True,False,False,True,True,False,False,False,False,35.6831349,138.5476447,山梨県,北巨摩郡須玉町増富,138.0,32.0,40.0,35.0,51.0,50.0,0,不明,温泉・鉱泉,0,0,23.0,24,3.9,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1971-08-15 00:00:00,山梨県増富温泉の微量成分の化学的研究（Ｉ），山梨大学教育学部研究報告，1973
鵜の浜温泉,新潟県,上越市,大潟区雁子浜,http://www.o-kankou.com/tomaru/,3.98,773,7,6,5,3,0,5,0,False,True,False,False,False,False,False,True,False,False,37.2402565,138.3385963,新潟県,柏崎市,138.0,32.0,53.0,37.0,21.0,46.0,0,不明,温泉・鉱泉,1534,0,0,35.0,6.0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,3383.0,183.4,0,0,0,63.3,207.2,0,0,0,0,0,0,0,0,0,0,0,0,5495.7,0,0,0,0,0,0,0,0,10.3,0,0,0,0,842.3,0,0,0,0,0,0,0,0,53.9,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
上の原高原温泉,新潟県,南魚沼市,小栗山,,4.10,828,10,6,4,1,0,6,0,True,True,False,False,False,False,False,False,False,False,37.06828,138.850123,新潟県,北魚沼郡湯之谷村,139.0,0.0,56.0,37.0,13.0,30.0,0,不明,温泉・鉱泉,409,0,0,24.5,740.0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,352.9,21.2,0,0,0,57.9,275,0,0,0,0,0,0,0,0,0,0,0,0,72.7,0,0,0,0,0,0,0,0,964.9,0,0,0,0,764.2,0,0,0,0,0,0,0,0,59.2,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
関温泉,新潟県,妙高市,大字関山,,3.90,253,11,6,3,3,0,6,1,False,True,True,False,False,False,False,True,False,False,36.905232,138.161955,新潟県,中頸城郡板倉町,138.0,18.0,54.0,37.0,0.0,45.0,0,不明,温泉・鉱泉,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
発哺温泉,長野県,山ノ内町,大字平穏,,3.90,276,6,6,6,3,1,6,0,False,False,False,True,False,False,False,False,False,False,36.72455,138.50833,長野県,下水内郡栄村,138.0,38.0,5.0,36.0,51.0,4.0,0,不明,温泉・鉱泉,0,0,0,45,18.0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,5664.0,329.4,0,0,0,284.7,1829.0,0,0,0,0,0,0,0,0,0,0,0,0,11180.0,0,0,0,0,0,0,0,0,1202.0,0,0,0,0,1577.0,0,0,0,0,0,0,0,0,101.5,0,0,0.0,0,0,0,0,0,0,0,0,0,新潟地熱資源図説明書，地質調査所，1993
志賀の郷温泉,石川県,志賀町,大津,,4.29,935,6,6,2,2,1,6,0,True,True,True,False,False,True,False,False,False,False,37.0199163,136.7671301,石川県,0,136.0,56.0,21.0,37.0,3.0,29.0,0,井戸,温泉・鉱泉,0,0,0,28.9,173.0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,120.0,5.34,0,0,6.19,1.6,1.03,0,0,0,0,0,0,0,0,0,0,0,0,107.0,0,0,0,0,0,0,0,0,24.4,0,0,0,0,133.0,7.7,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,"能登半島のヘリウム資源調査研究,地調月報,1974"
寸又峡温泉,静岡県,川根本町,千頭,http://www.okuooi.gr.jp/wordpress/onsen/o_sumatakyo/,4.05,451,9,6,3,1,0,5,0,False,False,False,True,False,True,False,False,False,False,35.175834,138.118053,静岡県,No.1,138.0,20.0,20.0,35.0,18.0,20.0,0,不明,温泉・鉱泉,0,0,0,30.0,0,0,9.4,0,0,0,0,260.0,0,0,0,0,0,0,64.0,2,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"中部地方における温泉水中のホウ素の地球化学的研究（第２報）,地球化学,1984"
伊豆山温泉,静岡県,熱海市,伊豆山,http://www.izusan.com,4.10,2533,8,6,5,4,2,6,1,True,True,False,False,True,False,False,False,False,False,35.111269,139.08586,静岡県,0,139.0,5.0,30.0,35.0,6.0,30.0,0,不明,温泉・鉱泉,0,0,0,67.3,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3380.0,0,0,0,0,0,0,0,0,0,0,0,0,8586.0,0,0,0,0,0,0,0,0,1053,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"食塩泉中のストロンチウム濃度およびSr/Ca比の変動について,温泉科学,1986"
湯谷温泉,愛知県,新城市,能登瀬,http://www.yuya-spa.com,4.32,1390,6,6,4,4,0,6,0,False,True,False,False,False,False,False,False,False,False,34.972184,137.614448,愛知県,0,137.0,34.0,44.0,35.0,4.0,34.0,0,湧泉,温泉・鉱泉,0,0,0,5.2,2.1,0,8.4,0,0,0,0,690.0,0,0,-120.0,0,0,0,290.0,2.0,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,125.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1986.4.,"愛知県三河山間部の温泉水の化学成分について,椙山女学園大学研究論集,1987"
三谷温泉,愛知県,蒲郡市,三谷町,http://www.miyaspa.com,4.00,4714,6,6,5,6,4,6,0,True,True,False,False,False,False,False,False,False,False,34.805983,137.261218,愛知県,No.1,137.0,37.0,10.0,34.0,58.0,0.0,0,井戸,温泉・鉱泉,250.0,0,0,29.2,491.0,0,7.4,0,0,0,0,1400.0,0,0,-95.0,0,0,0,376.0,5.0,0,0,0,0,276.0,0,0,0,0,0,0,0,0,0,0,0,0,700.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.19,0,0,0,0,0,0,0,1986.4.,"愛知県三河山間部の温泉水の化学成分について,椙山女学園大学研究論集,1987"
栃尾温泉,岐阜県,高山市,奥飛騨温泉郷栃尾,http://www.okuhida.or.jp/archives/category/lodging/tochio,4.41,924,9,6,5,5,0,6,0,True,True,True,True,False,False,False,False,False,False,36.247739,137.519349,岐阜県,0,137.0,34.0,33.0,36.0,16.0,51.0,0,湧泉,温泉・鉱泉,0,0,0,48.0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,68.05,8.21,0,0,0,0.73,15.23,0,0,0,0,0,0,0,0,0,0,0,0,72.32,0,0,0,0,0,0,0,0,12.97,0,0,0,0,95.8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1977.7.19.,"焼岳地域の温泉水の同位体組成，化学組成および地下温度について,日本地熱学会誌,1980"
長良川温泉,岐阜県,岐阜市,長良,http://nagaragawa.org,4.46,4223,6,6,6,5,1,6,0,True,False,True,False,False,False,False,True,False,False,35.4346935,136.7733184,岐阜県,益田郡金山町,137.0,8.0,54.0,35.0,39.0,47.0,0,湧泉,温泉・鉱泉,0,0,0,0,0,H2S臭,0,0,0,0,0,0,0,0,0,0,0,0,49.4,0.9,0,0,0,1.6,15.6,0,0,0,0,0,0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1957,"古期岩層のメタンガスについて,地調月報,1962"
洞川温泉,奈良県,天川村,大字洞川,http://www.dorogawaonsen.jp,4.49,1608,12,6,8,5,0,11,0,True,False,False,False,False,False,False,False,False,False,34.2686431,135.8798666,奈良県,３８℃泉,136.0,2.0,38.0,34.0,15.0,39.0,0,不明,温泉・鉱泉,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,692.7,0,0,0,0,0.0,0,0,0,0,0,0,0,652.5,1.6,0,0,0,0,0,0,0,0.0,0,0,0,0,1976.4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,123.2,0,0,0,0,0,0,0,"紀伊半島中南部地方の温泉群について,地調月報,1958"
湯の花温泉,京都府,亀岡市,本梅町平松,http://www.yunohana-onsen.com/index.html,4.18,1882,6,6,6,5,2,6,2,True,False,False,False,True,True,False,False,False,False,35.020028,135.5116869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵐山温泉,京都府,京都市右京区,嵯峨天龍寺芒ノ馬場町,,4.55,3956,7,6,5,4,0,7,2,True,False,False,False,False,False,False,False,False,False,35.013664,135.675162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハチ北温泉,兵庫県,香美町,村岡区大笹,,―,174,7,6,4,1,0,6,0,True,False,False,False,True,True,False,False,False,False,35.4045691625977,134.55876159668,兵庫,0,134.0,37.0,42.0,35.0,36.0,25.0,0,不明,温泉・鉱泉,0,0,0,0,0,0,7.4,0,0,0,0,0,2860.0,0,0,0,0,0.24,346.0,8.0,0,0,0,1.0,197.0,0,0,0.04,0.07,0.05,0,0,0,0,0,0,4.11,612.0,1.98,0.05,0,0,0,0,0,0,343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,0,0,0.0,<0.5,0,10.8,0.08199999999999999,0,0,0.87,0,1995.11.17.,"兵庫県北西部浜坂周辺温泉の成因,温泉科学,1996"
