都道府県名,所在地,東経(゜),東経(′),東経(″),北緯(゜),北緯(′),北緯(″),標高(ｍ),水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質(外観臭味),pH,RpH,Rn(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,EH,KMnO4消費,H+,Li+,Na+,K+,Rb+,Cs+,NH4+,Mg2+,Ca2+,Sr2+,Ba2+,Al3+,Mn2+,Fe2+,Fe3+,T-Fe,Cu2+,Zn2+,Pb2+,Si4+,F−,Cl−,Br−,I−,OH−,NO2−,NO3−,HS−,S2O32−,HSO4−,SO42−,SO32−,H2PO4−,HPO42−,PO43−,HCO3−,CO32−,HSiO3−,SiO32−,BO2−,H2SO4,H3PO4,HAsO2,AsO2-,SiO2,H2SiO3,HBO2,dis.O2,free H2S,free CO2,T-CO2,T-As,T-Hg,T-P,T-B,単位,調査日,文献名
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,481.8,,27.3,36,17.61805555555556,,7,7.3,,,,,,,,142,,,,,,,11.5,84,261.5,,,,,11.85,,12.08,,,,,,12790,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.36,,74.8,280,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,476.4,,,27,1.202777777777778,,6.8,7.1,,,,,,,,,,,,,,,43.3,,,,,,,,,,,,,,,14730,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,1392,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,434.5,,31.2,26.8,1.473611111111111,,7.3,7.6,,,,,,,,155,,,,,,,21.8,192.6,205.6,,,,,,,1.91,,,,,,14380,32.3,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.28,,28.2,442,,,0.03,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,197.3,,30,20.4,0.0798611111111111,,6.5,6.8,,,,,,,,,,,,,,,16.6,,,,,,,,,,,,,,,4960,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,976,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,469.1,,31,17.2,0.2638888888888889,,7.6,7.8,,,,,,,,,,,,,,,27.5,,,,,,,,,,,,,,,12700,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,723,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,221.8,,,17.8,4.142361111111111,,7,7.4,,,,,,,,,,,,,,,14.1,,,,,,,,,,,,,,,4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,1680,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,362.7,,28.5,16.5,0.005555555555555556,,6.7,7.5,,,,,,,,,,,,,,,48.8,,,,,,,,,,,,,,,17490,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,2250,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,174.2,,28.5,18.5,0.09027777777777778,,6.5,7,,,,,,,,,,,,,,,8.68,,,,,,,,,,,,,,,4420,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,1250,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,133,,27.3,16.4,0.05694444444444444,,6.7,7.3,,,,,,,,,,,,,,,28.6,,,,,,,,,,,,,,,8550,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,1693,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,195.5,,,,0.1333333333333333,,6.2,6.8,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,728,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,240.6,,,,0.15625,,6.9,7.4,,,,,,,,,,,,,,,57.6,,,,,,,,,,,,,,,17030,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,1935,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,490.9,,,15.9,1.327777777777778,,6.4,6.8,,,,,,,,,,,,,,,23.8,,,,,,,,,,,,,,,6310,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,1570,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
